Full Name, Email, Address
Jake Case, brycemurray@taylor-chandler.com, Romania
Marissa Oneill, blake12@rodgers.com, Faroe Islands
Mia Mullins, finleysandra@porter.com, Suriname
Wayne Moon, frojas@cline.com, India
Kimberly Cortez, marissagilmore@peterson-moss.biz, Argentina
Bobby Franco, leviburch@gonzalez.org, Dominican Republic
Aimee Lucero, moonsara@benitez-nielsen.biz, Luxembourg
Mindy Ball, kbrooks@meyers.com, Saint Martin
Kirsten Lucero, washingtonbrianna@stewart.org, Tunisia
Tyler Swanson, ggill@waters-nielsen.com, Thailand
Andrew Hatfield, wrandolph@duffy-moore.com, Netherlands
Tracie Sandoval, dylan38@russell-ross.com, Spain
Juan Carey, carly92@rasmussen.com, Comoros
Jorge Buckley, qdoyle@randall-best.com, Costa Rica
Trevor Anderson, wyatt09@bender.com, Thailand
Gina Maynard, fjacobson@mayer.com, Greenland
Sue Hatfield, ruben24@burgess.com, Germany
Rhonda Douglas, rcortez@cardenas.net, Libyan Arab Jamahiriya
Ariana Pittman, odonnellwarren@chapman.com, Kiribati
Edwin Harrison, dennisstefanie@ortiz.com, Armenia
Brittney Downs, zbernard@shaffer-christensen.biz, South Georgia and the South Sandwich Islands
Autumn Leon, pottersue@garrett.com, Belarus
Julian Rojas, parker63@bass.com, South Georgia and the South Sandwich Islands
Tricia Clark, lindsay90@mckinney-small.com, Canada
Edgar Watson, dyerpeter@dominguez.com, Portugal
Kent Alexander, johnny08@jacobson.com, Iran
Kristin Downs, ydudley@sparks.info, Greece
Caleb Daniels, asteele@conner.com, Dominican Republic
Grace Arias, oneillderrick@gregory-crane.biz, Hong Kong
Allison Floyd, ugordon@stone.com, San Marino
Adrian Guzman, paynetroy@carson.com, Cyprus
Latoya Cannon, meganramirez@vaughan.com, Western Sahara
Jean Bishop, lamariel@reed.com, Iraq
Cassandra Duarte, hardylarry@wall-watts.biz, Turkey
Krystal Ochoa, heidimeyer@french.org, Ireland
Deanna Mosley, yvette62@graves.com, Guyana
Teresa Keith, mia10@branch.org, Cambodia
Duane Cantrell, russellstephen@baird-blair.org, Wallis and Futuna
Jasmin Blankenship, melissafrost@johnson-strickland.com, Uzbekistan
Bruce Christian, oscarperez@cunningham.com, Djibouti
Eduardo Butler, zoe09@roach-alvarado.info, French Polynesia
Riley Burgess, wuerica@hammond-powell.org, Korea
Jessica Harrington, cyates@burton.info, Uganda
Raven Faulkner, greglamb@young.org, Portugal
Angel Bryant, zguerrero@oneal-little.com, Guyana
Elijah Huerta, katelynrobinson@mayo.com, Christmas Island
Jane Ochoa, solislinda@bender-salazar.com, Maldives
Tom Haney, qarroyo@carroll-nicholson.net, Ukraine
Darin Davidson, mvelazquez@wood.com, Kuwait
Yesenia Strickland, wmacdonald@mendoza-ashley.com, Sierra Leone
Kayla Rowland, collingay@mckay.com, Morocco
Kenneth Hess, aramsey@yoder.net, Kuwait
Leonard Werner, maxwell72@whitaker.com, Sri Lanka
Rickey Stanley, hoodbenjamin@reid.com, Micronesia
Chelsey Mooney, glendawong@key-sherman.com, United States Minor Outlying Islands
Diane Montgomery, frank64@santiago.com, Nauru
Maureen Johnson, isaac80@mack.org, Romania
Tammy Marsh, jackie75@conley.net, Congo
Alexis Villanueva, theodore09@gillespie.com, Cocos (Keeling) Islands
Marie Chan, rogersricky@carrillo-olsen.com, India
Sally Patel, priscillahull@aguilar.net, Liechtenstein
Jackie Wong, kathleenfranklin@cunningham.biz, Afghanistan
Kylie Hayden, miranda40@nichols.info, Mongolia
Alexandra Barton, rdunn@stark.com, Aruba
Gavin Wang, samuelhines@wheeler-carter.com, Albania
Grant Odonnell, brian49@krueger-gill.org, Cambodia
Yolanda Haynes, royhouston@parrish.com, El Salvador
Jean Bryant, ryan51@bailey-wang.com, Solomon Islands
Judy Escobar, rstone@benton.com, Montenegro
Isaiah Mcdowell, joananthony@franklin.com, Uganda
Mary Koch, joyce65@hampton-stanley.net, Tonga
Elaine Schultz, noah24@dalton-keith.biz, Ghana
Brittany Sanford, carrollmarcus@larson.com, Angola
Erin Branch, lameugene@freeman-mills.org, South Africa
Roberto Villa, pingram@faulkner.biz, Albania
Earl Hebert, deborahgentry@mayo-bolton.org, Kenya
Dillon Bass, carl79@reid-moore.com, Chad
Sheryl Huff, qwall@klein.com, Christmas Island
Margaret Shaw, xfrench@quinn.com, Benin
Kiara Kaufman, micheal60@knapp.com, French Polynesia
Tommy Tyler, mharris@dennis.net, Oman
Alyssa Larsen, carly44@warner.biz, Luxembourg
Dustin Weeks, crodgers@griffith-barnett.com, Taiwan
Maxwell Carson, diana67@church.org, Monaco
Jeanette Harmon, rhodges@hammond.com, Estonia
Patty Morrow, nchaney@gill-galloway.com, Djibouti
William Mckenzie, wyattmeagan@nolan.biz, Timor-Leste
Bernard Marks, simpsonchelsey@clark-morgan.com, Nepal
Jordan Collier, eddiewhite@short.biz, Togo
Jose Crawford, emilycamacho@brandt.com, Mauritania
Kellie Spencer, everettalexa@mckee.com, Tonga
Jordan Leonard, damoncooley@powell.com, French Guiana
Eileen Andrade, brandy77@david-brown.info, Guyana
Hunter Maynard, mitchell21@graham.biz, Costa Rica
Tim Morrow, deckersabrina@durham-sutton.com, Puerto Rico
Hayley Browning, fstrickland@sharp-harvey.com, Comoros
Angie Braun, zshelton@norman.com, Ireland
Joe Zamora, sherriochoa@benitez-munoz.com, Italy
Donald Shepard, noah27@copeland.com, Hong Kong
Marco Salazar, tgilbert@valencia.org, Botswana
Edgar Wilcox, smcclure@hayes.com, Guatemala
Leroy Allison, craig58@wilkins.com, Benin
Angela Willis, aimee57@harrington.com, French Polynesia
Makayla Jordan, ryancortez@reed.com, Kyrgyz Republic
Jackie Decker, gritter@whitaker-benton.com, Congo
Clinton Mccarthy, michealcooper@mendoza-conley.com, Macao
Bernard Logan, hurleychris@butler.org, French Polynesia
Erika Camacho, frank14@compton.com, Lao People's Democratic Republic
Darlene Mcguire, nvillanueva@bradshaw.com, Slovakia (Slovak Republic)
Kristy Zhang, jesus17@peterson-lewis.net, Svalbard & Jan Mayen Islands
Miranda Bass, keithleach@sanders.com, Saint Helena
Alice Fletcher, ronaldmatthews@buchanan-keller.biz, Sweden
Kiara Goodman, hayleycannon@ayala.biz, Bouvet Island (Bouvetoya)
Daisy Pitts, bensoncalvin@garrett.com, Somalia
Kurt Orozco, gillespiechristina@rogers.com, Tokelau
Sara Leon, lunderwood@acosta-ali.net, Belgium
Ray Conley, heidi50@duran.com, Madagascar
Christie Jennings, krystalbenjamin@levy-sandoval.org, Spain
Kaitlin Barnes, olsenzoe@vance-galloway.com, Macedonia
Christopher Meyer, tstephenson@frost.com, Guatemala
Jeremy Hull, cassiemeza@gibson.net, Solomon Islands
Andrew Cervantes, pcarey@carlson.com, Haiti
Raven Barrera, brendarios@camacho.com, Morocco
Marcia Mason, scottfisher@carlson-gallagher.com, Holy See (Vatican City State)
Candice Cross, rileysnow@gilbert.com, Saint Lucia
Lance Weiss, tabitha12@sims.info, Finland
Geoffrey Spencer, lmoran@david.org, American Samoa
Spencer Murphy, shelleyevans@obrien.com, Saint Martin
Monica Braun, leslie48@patterson.com, Senegal
Ashlee Conrad, kbraun@brewer.org, Rwanda
Ricardo Daugherty, kristina22@caldwell.info, South Georgia and the South Sandwich Islands
Brent Sexton, orrstanley@rush.org, Malaysia
Michael Avery, turnermelissa@lam.com, Haiti
Justin Myers, tbarker@moon.com, Greenland
Haley Zimmerman, kurt02@harris.info, Montserrat
Alejandro Orozco, donovanjaime@farmer-cochran.com, Korea
Noah Oliver, tanner18@ramos-snow.com, Bosnia and Herzegovina
Joshua Navarro, carterterry@snow.com, Brazil
Adrian Mcguire, basstamara@bryant-wiley.biz, Argentina
Sierra Gray, kentkrystal@hodge.com, Cook Islands
Jeremiah Romero, colleenvalentine@porter.net, Heard Island and McDonald Islands
Tony Rubio, srice@downs.biz, Japan
Sherri Jones, hubbardisabel@moore.net, United States of America
Jeremiah Porter, jareddavis@hays-boyle.com, Israel
Bethany Oneill, fryericardo@jennings-franklin.com, Seychelles
Mathew Howe, tayloralison@mosley.org, Brunei Darussalam
Jade Beasley, jprice@dunlap.biz, Venezuela
Stacy Acevedo, barbara35@meyer-scott.info, Cook Islands
Calvin Kelley, coxraymond@li.net, Pitcairn Islands
Brittany Arnold, edickson@vaughn.org, Peru
Jocelyn Howe, jesse21@prince.com, Botswana
Alexandra Jenkins, kristenvillanueva@bradshaw.com, Micronesia
Andrea French, eschroeder@murphy.com, Luxembourg
Melissa French, odomkelli@salas-carson.com, American Samoa
Shelby Cain, hillmisty@collins.com, Bahrain
Kerry Christian, bridgetwagner@snow.com, Bermuda
Jessica Wilcox, weeksnathaniel@molina.com, Martinique
Debra Pugh, deniserussell@khan-haley.info, Albania
Chelsea Stephenson, moondarren@carrillo.com, Oman
Stuart Sullivan, joanne68@mclean-mccoy.com, Eritrea
Denise Berry, eileen81@prince.net, Cyprus
Jon Pacheco, gilespatricia@simmons-carson.com, Malawi
Lonnie Castillo, hfischer@stanton.info, Panama
Morgan Jensen, derekrice@wilcox.info, Brazil
Justin Beltran, dale43@jacobs.net, Solomon Islands
Francis Morse, tlevine@duran.com, Germany
Riley Cisneros, nina86@pearson.com, Cuba
Roberto Morse, gilbert06@walter.com, Mauritania
James Greer, annegilbert@jimenez.com, Belize
Mia Gutierrez, qmorrison@cervantes.com, Kazakhstan
Samantha Lin, marcushines@pacheco.info, Japan
Shirley Boyer, liujim@dunn.com, Chad
Alisha French, stanleykathy@hahn.net, Saint Barthelemy
Gregg French, isabel62@patel.biz, Kyrgyz Republic
Kimberly Duke, alicehaas@ruiz.org, United States of America
Neil Ali, robin98@bennett-keith.info, Taiwan
Alvin Weber, albertbarron@brock-wilkinson.com, Mongolia
Martha Cameron, wrubio@cameron.org, Georgia
Kurt Sampson, denisebeck@phelps.com, Mauritania
Marilyn Frye, adavila@leach.info, San Marino
Arthur Strong, buckleykatie@patel.net, Sri Lanka
Tracey Ball, whitakerjoe@lester.info, United States Virgin Islands
Traci Rice, cervantescraig@jones.com, Tonga
Mary Schaefer, haroldmurphy@zimmerman.net, Bolivia
Abigail Chapman, cjacobs@mcdaniel.net, Ethiopia
Jackson Bates, ojacobson@guerra.com, Togo
Heidi Delgado, eddiewilkins@ayers.net, Saint Kitts and Nevis
Nichole Jackson, stacie72@salinas-tucker.com, Nepal
Paige Leblanc, sergiogarrett@gentry.com, Mali
Carrie Simon, jillcarson@tucker.com, Philippines
Ivan Downs, xcuevas@stephenson-jordan.org, Bermuda
Emily Lloyd, sboone@munoz-sweeney.com, French Guiana
Julie Sellers, wanda48@briggs.org, French Guiana
Stacy Guzman, alvin61@king.com, Sudan
Glenn Chandler, barbaracook@kirby-buchanan.com, Cambodia
Destiny Keller, veronica53@west.com, Chad
Janice Krueger, weavermarissa@hogan-rowland.com, Finland
Paula Chambers, zmullen@robbins.info, Isle of Man
Tammy Ayers, glassdana@bernard-barker.com, Iceland
Jaime Powell, merceryvonne@riddle.biz, Kenya
Ralph Waller, zvelez@carr.com, Qatar
Sandra Day, robertocarr@stanley-gregory.com, Gibraltar
Benjamin Sweeney, clintoningram@travis-allison.org, Papua New Guinea
Dwayne Krause, isabellaneal@mercado.com, Slovakia (Slovak Republic)
Dominique Tucker, heathisaiah@holloway-stone.com, Afghanistan
Jane Nguyen, karellano@hurley.info, Palau
Dominique Perkins, dustinduke@hammond-porter.com, Iceland
Faith Young, fischerdana@abbott.org, Kiribati
Tom Mckinney, moodydrew@drake.com, Sierra Leone
Kurt Acosta, masonlogan@holmes.com, Micronesia
Angie Welch, ryan05@murray-fletcher.com, Saint Martin
Elizabeth Cooper, alexandercisneros@wright.com, Peru
William Henderson, cdelgado@peck.com, Japan
Ebony Strong, alambert@hendrix.com, Bosnia and Herzegovina
Tonya Mcdowell, ofletcher@andrade.com, Nepal
Alejandro Oneal, olyons@clayton-rivers.net, Niger
Fernando Villegas, melissa45@nicholson.com, Sao Tome and Principe
Jeremy Chan, jrollins@becker.biz, Luxembourg
Leonard Sellers, dickersonstuart@li.com, Namibia
Jodi Pope, danielle30@escobar.info, Cyprus
Meagan Charles, msullivan@page.com, Aruba
Stacey Reid, hcervantes@terrell-wiley.com, United States Minor Outlying Islands
Brooke Riddle, tracieweber@cisneros-gentry.com, Philippines
Brenda Wagner, huffmanjacqueline@odom.com, Nepal
Breanna Mccormick, rfitzpatrick@pitts-castro.com, Equatorial Guinea
Brittany Yu, sergio88@sparks.info, Tanzania
Cindy Gonzalez, kathrynvang@pollard.com, Zimbabwe
Robyn Gilmore, lopezeddie@joyce.com, Panama
Joanne Lin, holmesbetty@griffin-schroeder.com, Swaziland
Laurie Lucas, donoconnell@kerr-nunez.net, Greece
Ronald Vaughan, kiddkaitlyn@mitchell.com, Iran
Ann Costa, nwang@velez-montgomery.biz, Martinique
Jeffrey Herring, dwaynemendoza@kelley-garner.net, Equatorial Guinea
Bill Lin, clintonday@sparks.com, Turkey
Tami Mooney, aimee85@cross.biz, Qatar
Rose Francis, iperkins@macias.info, Senegal
Frank Burch, russellbanks@herring.com, San Marino
Alex Saunders, monique09@mosley-abbott.com, Macao
Cristina Macdonald, gentryharry@wilkinson.biz, Afghanistan
Ian Morris, janehayes@harrington.net, Saint Pierre and Miquelon
Spencer Benson, makaylachang@pena-singleton.com, Argentina
Mathew Rollins, barnettlee@price-charles.info, Lebanon
Adrian Estes, adrianawalton@briggs-blackburn.org, United States of America
Jean Allen, alice66@larson.biz, Sao Tome and Principe
Yvette Kramer, carlos70@wilkerson.com, Cocos (Keeling) Islands
Kaitlin Lynn, curtis13@lin.com, Malaysia
Xavier Raymond, michaelavelasquez@king.com, Solomon Islands
Julia Patton, vincentadriana@george.com, Mauritania
Frances Hurst, dixonjonathon@bernard.com, Saint Kitts and Nevis
Dawn Calhoun, bfoster@mendoza.org, Christmas Island
Jordan Nelson, gnielsen@walters.com, Switzerland
Anthony Conner, qwalsh@higgins-spears.com, Serbia
Shelia Hicks, autumn25@manning.com, Egypt
Stacy Francis, fbarron@mack-mcgee.org, Papua New Guinea
Nathaniel Higgins, gmccoy@glover.com, Azerbaijan
Harold Klein, helenbaker@dickson.com, Bahrain
Kirk Friedman, adam20@prince-choi.net, Tajikistan
Catherine Combs, skerr@beard.com, Tonga
Tricia Knapp, xalvarez@carr.com, Uzbekistan
Jenny Clements, robert21@turner.biz, Saint Vincent and the Grenadines
Wayne Roberts, wilkinsonrick@suarez.com, Iraq
Deanna Hines, josebeard@mcbride-donaldson.com, Greenland
Fernando Ramirez, jacquelineterrell@russell.com, Sierra Leone
Lori Sparks, monique43@travis.biz, Azerbaijan
Brandon York, fkane@harper-le.com, Brunei Darussalam
Kristen Melton, villegasdustin@potter.com, Saint Barthelemy
Jeffrey Costa, jaydominguez@molina-sharp.com, Bulgaria
Theresa Parrish, pottergordon@wood-gomez.com, Palestinian Territory
Devon Mcdowell, hspears@fuller-kirk.info, Switzerland
Eric Oneal, hgreen@brady.biz, Sao Tome and Principe
Eugene Mccoy, michael47@wilkerson.com, Papua New Guinea
Ana Dalton, weeksmercedes@stevens-turner.com, Cuba
Julia Leach, spencergeorge@pham-lynn.com, Equatorial Guinea
Lydia Patrick, porterwalter@poole-mata.com, Greece
Lindsay Curtis, ebradshaw@hurley.info, Solomon Islands
Carl Ray, benjaminkim@holder-blake.com, Chad
Kathy Robinson, qabbott@le-harper.info, Saint Martin
Ernest Haynes, sheliahogan@villarreal.com, Panama
Brett Evans, collinnixon@lynn.com, Tanzania
Charlotte Haley, zrocha@friedman.biz, Korea
Darlene Burnett, benjaminbullock@hull.biz, Vanuatu
Wyatt Peterson, barkercraig@lynn-barajas.net, Tajikistan
Laurie Church, jessesantos@harrison-joseph.org, Congo
Meredith Schroeder, gayers@gallagher.com, Nigeria
Leslie Oconnell, edeleon@freeman.com, Seychelles
Jennifer Barton, dickersonjames@bean.com, Hungary
Guy Stephens, sheena42@horton.com, Peru
Aaron Gentry, kristieroberts@mcfarland.com, Lithuania
Zachary Conner, glenda11@richard.com, Slovenia
Tabitha Best, kingchris@lewis-cordova.biz, Papua New Guinea
Debbie Hunt, lclarke@jordan.com, Korea
Toni Johnson, mckenzie58@hudson-woodward.net, Tanzania
Lee Schmidt, gloveralexandra@orozco.biz, Luxembourg
Rickey Hebert, ldunn@austin.com, Puerto Rico
Christy Johnston, jasmine17@wheeler.com, Aruba
Loretta Whitaker, melody68@key-burns.com, Uruguay
Alec Howell, monique22@robbins-saunders.com, Cayman Islands
Cassandra Valencia, bobcasey@walker.biz, Somalia
Terri Knapp, bradymora@esparza-gill.net, San Marino
Leroy Russo, eduardoday@velez.biz, Bosnia and Herzegovina
Ariel Cline, pattykey@simmons.com, Cote d'Ivoire
Angelica Gibson, ctravis@jimenez.com, Ecuador
Madison Franco, lpennington@henderson.net, Macao
Angelica Allison, daviesbarry@moran-mcneil.com, Nauru
Jeanne Swanson, esparzaleroy@andersen.com, Iraq
Bill Lee, shane22@lucas.com, Bulgaria
Fred Johnson, eric33@moran-kline.info, Benin
Randall Chung, jonbright@conway.org, Mali
Ralph Johnston, ablair@ayers.com, Ecuador
Mackenzie Burton, carolynsuarez@matthews.biz, Falkland Islands (Malvinas)
Jeanne Hamilton, justin62@steele.com, Saint Pierre and Miquelon
Elizabeth Santana, darrell56@boyd.com, Namibia
Tabitha Moyer, mcmahonroger@salazar.org, Sao Tome and Principe
Valerie Riddle, eprice@stewart.com, Austria
Anthony Joseph, mitchellpowers@manning-ho.org, Syrian Arab Republic
Norma Berg, wyattelliott@campbell.com, Sri Lanka
Ethan Greene, dwaynevelazquez@rios.com, Antigua and Barbuda
Molly Johnston, hansonsonya@morrison.com, Turks and Caicos Islands
Cristian Mercer, jean83@anthony.biz, Benin
Jo Patrick, pchoi@nelson-burke.com, French Guiana
Sherri Riley, juarezgabriel@patterson-bennett.net, Antigua and Barbuda
Daryl Preston, jcortez@duarte-costa.net, Haiti
Breanna Moran, jilliandoyle@bridges-walker.biz, Honduras
Jacqueline Haley, garrett51@mullen-woodward.org, Antigua and Barbuda
Steve Hardin, lchung@miller.info, India
Tyrone Faulkner, lucas21@lowe.com, Kuwait
Marcia Pruitt, normanvilla@villarreal.com, Bulgaria
Jeff Duncan, huffmanshirley@huffman-lutz.net, Finland
Cindy Roth, juliadavies@wells-waters.com, Greenland
Robyn Kidd, george02@foster.com, Equatorial Guinea
Connie Mcpherson, valvarado@king.com, Namibia
Henry Chavez, boyertina@waller.info, Nicaragua
Katrina Spears, candice61@kirk.com, Ecuador
Hayley Sutton, andersenmiguel@freeman.biz, Turkmenistan
Caitlyn Schultz, andrea85@huffman-powers.com, Cyprus
Shawna Tyler, christian81@nguyen-nguyen.com, Heard Island and McDonald Islands
Kara Boyer, vpugh@francis.info, Norway
Beverly Chung, bradleyyolanda@mccullough.info, Lebanon
Debbie Humphrey, stoneregina@michael.com, Ethiopia
Alejandro Whitehead, vmullen@french.com, Morocco
Edward Jones, deborah61@mccoy-vance.info, Greece
Charlene Pham, qray@farley-brady.com, El Salvador
Gregg Dunlap, roymichael@medina-mccann.biz, Ethiopia
Jeanne Salas, hutchinsonwendy@kelley.com, Tunisia
Dawn Faulkner, relliott@carlson-forbes.info, Sri Lanka
Adrienne Barron, ayerssara@baker-aguirre.com, United States of America
Jeremy Pittman, curtispotts@king-keller.com, Trinidad and Tobago
Shelby Gray, jilliandixon@orozco.com, Guernsey
Troy White, cummingsrose@kim-orr.com, Guam
Blake Cuevas, beverlyhull@sims.info, Northern Mariana Islands
Joann Neal, yorkkathleen@haynes-floyd.com, Sri Lanka
Gina David, daryl33@shaffer-liu.net, Tonga
Robyn Gardner, lsparks@pollard.com, Maldives
Mckenzie Hopkins, morganpreston@jennings.com, Saint Pierre and Miquelon
Hayden Duffy, sheila38@hawkins.com, Myanmar
Kirk Orr, ydavila@prince.com, Belize
Connor Swanson, steven41@hart.biz, Aruba
Carrie Irwin, anna98@herrera-wilson.com, Croatia
Erika Johns, nathanwang@walton.com, Senegal
Andre Mcmahon, beth13@baird.com, Lithuania
Nichole Flowers, groman@miranda.com, Marshall Islands
Jasmine Hammond, lvillanueva@orr-gutierrez.com, Kazakhstan
Fernando Navarro, xbray@mayer.com, Saint Vincent and the Grenadines
Joyce Booth, cristian41@casey.info, Western Sahara
Cole Hampton, leeashley@henderson.net, Cayman Islands
Clarence Nelson, nsheppard@matthews.com, Palau
Laurie Kennedy, mathewstricia@mcintosh.com, Cook Islands
Jose Bautista, angela88@stanley-diaz.org, Jamaica
Lindsey Sheppard, madelinemontes@reeves.info, Netherlands
Nicholas Calderon, mayochristy@blake.com, Nepal
Juan Mccarthy, yrandolph@watts-joyce.com, Hungary
Curtis Johnston, knappmindy@johnston.org, Brazil
Meghan Rice, foxmarisa@calderon.org, Greenland
Morgan Gilmore, brooke24@frey.com, American Samoa
Curtis Stark, sherylkeller@harrington-kelly.biz, Ecuador
Alexis Little, nuneznancy@mcdowell.com, Croatia
Bridget Lucas, petersenkristie@holden.biz, Cook Islands
